Run,Event,E1,px1 ,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
146437,1837788,6.04616,-1.25785,3.74646,-4.5758,3.95198,-0.988708,1.89471,-1,11.4928,-2.4546,2.23051,-11.0039,3.31666,-1.91441,2.40399,-1,3.92225
148058,26567259,96.0299,12.9458,21.1967,-92.7623,24.8373,-2.0283,1.02251,1,8.73007,2.09376,2.15492,-8.19674,3.00459,-1.72876,0.799792,-1,3.22996
148058,29532039,3.83228,2.20737,2.52478,1.85455,3.35365,0.528101,0.852373,-1,13.3215,7.82983,10.7342,0.965563,13.2864,0.0726091,0.940591,1,3.12283
148058,31116282,31.7897,1.73974,-8.33639,30.6278,8.51599,1.9919,-1.36506,-1,60.2087,-0.859372,-17.0859,57.7271,17.1075,1.93062,-1.62105,1,3.16902
148058,31335442,18.1573,15.9768,8.43255,1.82233,18.0656,0.100703,0.48564,-1,7.57605,7.42841,1.36022,0.604231,7.55192,0.0799251,0.181105,1,3.55165
148058,31373917,6.74498,2.89872,-1.49447,5.90413,3.26129,1.35546,-0.476019,1,21.3053,13.6508,-3.92292,15.8803,14.2033,0.962446,-0.279835,-1,3.00409
148058,33798427,7.90192,4.00341,1.9955,-6.51391,4.47318,-1.17023,0.462408,1,56.2027,19.8685,11.1244,-51.3832,22.7708,-1.55281,0.510413,1,3.91484
148058,49063338,34.3722,11.9054,-6.09879,31.6625,13.3766,1.59667,-0.473416,1,42.438,17.3701,-8.05336,37.8736,19.1462,1.43381,-0.434134,1,2.68379
148058,5563144,4.34601,-3.55924,2.29034,0.986894,4.23248,0.231109,2.56981,-1,17.0927,-8.94338,12.4279,7.59759,15.3113,0.477818,2.19457,1,3.60313
148058,5449187,14.2162,1.55701,-12.1535,-7.20886,12.2529,-0.558802,-1.44338,-1,5.6627,-1.35434,-5.43686,-0.820031,5.60301,-0.145838,-1.81493,-1,4.60917
148058,9205997,37.6648,1.63132,14.1731,-34.8583,14.2666,-1.62598,1.4562,-1,8.55109,1.33309,2.77601,-7.97733,3.07951,-1.68031,1.1231,1,2.227
148058,8400776,13.2716,10.906,-5.89455,-4.73812,12.397,-0.373457,-0.49551,-1,7.96911,5.41413,-3.14883,-4.92734,6.26322,-0.722257,-0.526777,1,3.10138
148058,8834072,6.01514,4.31323,-2.51076,3.35769,4.99078,0.630223,-0.527159,-1,18.2825,11.1145,-4.19975,13.8953,11.8815,0.996295,-0.361278,1,3.10862
148058,40036824,4.06649,-3.93497,1.02166,-0.0926188,4.06543,-0.0227801,2.88757,-1,13.9306,-12.2535,3.07604,5.8697,12.6337,0.449334,2.89564,1,3.41549
148058,41596675,114.237,24.7469,29.3855,-107.584,38.4176,-1.75336,0.87088,-1,13.2313,2.5173,2.32827,-12.7793,3.42895,-2.02625,0.746407,1,3.45104
148058,48089429,49.7849,-16.0215,-5.23164,46.8453,16.854,1.7463,-2.82597,1,28.9264,-7.60144,-0.545711,27.9044,7.621,2.00917,-3.06993,-1,4.0661
148058,81850789,7.99514,-6.74153,2.62662,3.4022,7.23514,0.45443,2.77007,-1,17.6499,-12.0548,6.10053,11.3572,13.5105,0.764072,2.6731,1,3.21956
148058,81844904,7.38462,-3.50013,-2.98784,5.77534,4.60196,1.0507,-2.43499,1,19.0619,-5.51848,-9.79762,15.3919,11.2449,1.11971,-2.08375,-1,2.56228
148058,81402547,9.3448,3.66289,-0.78048,8.56151,3.74511,1.5647,-0.209938,1,29.9046,13.9641,1.53398,26.3996,14.0481,1.38828,0.109413,-1,2.63854
148058,15269735,11.0682,-3.8742,-0.121793,-10.3673,3.87611,-1.71021,-3.11017,-1,19.4343,-10.3379,-0.713344,-16.4412,10.3625,-1.24186,-3.0727,1,3.00487
148058,16991844,7.04674,6.02094,-1.61573,-3.28545,6.23397,-0.505251,-0.262175,1,20.0492,15.7452,-0.671988,-12.3938,15.7595,-0.722041,-0.0426532,-1,3.05789
148058,19591005,27.4342,19.7227,-13.4425,13.5258,23.8681,0.540053,-0.598255,-1,3.77984,3.13293,-2.00263,0.679282,3.7183,0.181685,-0.568759,1,3.40551
148058,21346891,23.1223,-3.44741,-12.8807,18.8903,13.334,1.14765,-1.83231,-1,17.1622,-2.63365,-6.67973,15.588,7.18017,1.51758,-1.94636,1,3.80738
148058,22522468,15.7775,-11.7433,-4.24491,-9.64387,12.487,-0.710904,-2.79473,-1,5.93407,-5.18978,-2.18581,-1.87123,5.63131,-0.326461,-2.74297,-1,3.27258
148058,23011904,5.48749,2.83697,4.27608,-1.94404,5.1316,-0.370314,0.985023,-1,11.847,9.0816,6.48222,-3.98198,11.1577,-0.34971,0.619911,-1,2.75185
148058,24109110,6.78582,1.23862,-6.18537,-2.50088,6.30817,-0.386737,-1.37316,1,15.8768,4.66555,-15.1621,-0.644556,15.8637,-0.0406197,-1.27228,-1,3.62297
148058,50018770,5.88753,3.00543,-3.96211,-3.15151,4.97302,-0.597525,-0.92185,-1,32.9775,10.4627,-27.38,-15.1124,29.3109,-0.495111,-1.20579,1,3.63364
148058,60487296,36.5461,7.40546,8.78469,-34.693,11.4896,-1.8246,0.870383,1,35.9797,8.7545,5.5613,-34.4524,10.3716,-1.91558,0.565936,1,3.45651
148058,65138014,10.4463,-3.50765,1.26682,9.7579,3.7294,1.68964,2.79501,1,53.378,-24.6892,-0.899414,47.3164,24.7056,1.40506,-3.10518,-1,4.56759
148058,67984402,23.4957,-11.6189,-13.0464,-15.7111,17.4702,-0.808354,-2.29839,-1,17.4916,-7.18117,-10.9166,-11.6281,13.0668,-0.801341,-2.15265,-1,2.20251
148058,69560950,9.92422,-0.64558,6.15633,7.75712,6.19008,1.04956,1.67528,-1,24.3724,0.913956,12.252,21.0492,12.286,1.30752,1.49634,1,2.74185
148058,68455744,18.5635,4.42484,-15.4645,-9.26676,16.0851,-0.54823,-1.29211,-1,3.89116,2.01528,-2.42161,-2.28377,3.15048,-0.672943,-0.876723,1,3.0673
148058,69606817,7.9522,4.57725,1.79625,-6.24979,4.91708,-1.06067,0.373964,1,20.0673,15.0482,7.34246,-11.0606,16.7439,-0.62007,0.453945,-1,4.09502
148058,71100726,4.09831,-3.29351,-0.267075,-2.42438,3.30432,-0.680057,-3.06068,1,39.509,-29.4669,9.77197,-24.4371,31.045,-0.722605,2.82138,-1,4.0585
148058,89368757,18.8047,13.843,-4.06262,12.0617,14.4268,0.760581,-0.285464,-1,8.23823,4.52923,-1.93086,6.60502,4.92363,1.1035,-0.40298,1,3.06837
148058,110208852,25.6448,-11.3066,9.20697,-21.0961,14.5811,-1.1649,2.45819,-1,6.19087,-3.23792,3.21623,-4.18313,4.5638,-0.821148,2.35955,1,2.93049
148058,109697074,18.8823,-6.28573,15.3051,9.09866,16.5456,0.525406,1.96049,1,4.80413,-2.45535,2.82206,3.01445,3.74069,0.737232,2.28682,-1,3.0529
148058,109737531,25.0747,-14.1986,-16.2053,-12.827,21.5455,-0.564829,-2.29029,1,4.07041,-1.32262,-3.04225,-2.35875,3.31731,-0.661689,-1.9809,1,2.731
148058,110788860,36.9707,-21.5768,-8.7087,-28.7304,23.268,-1.03804,-2.75797,1,10.882,-4.83316,-3.61424,-9.05512,6.03508,-1.19499,-2.4995,1,3.5771
148058,111875716,12.1259,1.80101,-2.6638,11.6917,3.2155,2.00244,-0.976288,-1,33.7883,6.97897,-14.1877,29.8605,15.8113,1.39265,-1.11365,-1,4.52282
148058,118864839,4.01096,-2.3484,2.2445,2.35267,3.2485,0.672406,2.37881,-1,13.563,-5.11191,11.9149,3.98202,12.9652,0.302496,1.97608,1,3.5452
148058,118994545,9.27065,1.24119,3.39775,8.53579,3.61735,1.59382,1.22056,1,12.1092,2.78599,2.12651,11.5909,3.50482,1.91134,0.65195,-1,2.29757
148058,51910299,11.8114,-5.74243,10.3033,-0.612876,11.7955,-0.0519353,2.07926,-1,5.23491,-0.596957,5.19453,-0.254567,5.22872,-0.0486672,1.68521,1,3.07468
148058,51894533,6.74155,-3.20509,-0.49407,-5.91031,3.24294,-1.36132,-2.98864,-1,36.9703,-17.8512,8.26294,-31.3027,19.6709,-1.24438,2.70808,-1,4.71084
148058,55949261,17.7104,5.39469,14.587,-8.47212,15.5526,-0.520867,1.21657,1,6.49672,2.0106,4.23994,-4.49309,4.6925,-0.851003,1.128,-1,2.93237
148058,78533969,22.1803,-2.0101,-18.9022,11.4294,19.0087,0.569916,-1.67674,-1,7.68208,-1.40538,-5.33665,5.34409,5.5186,0.858836,-1.82829,-1,3.35
148058,78346995,24.9844,7.66861,16.2825,-17.3289,17.998,-0.854842,1.13064,-1,9.98084,1.05579,6.12643,-7.80828,6.21674,-1.05134,1.40014,1,3.52304
148058,101951007,13.0103,11.6175,5.85446,-0.164124,13.0092,-0.0126157,0.466792,1,4.88804,4.00127,2.06566,-1.90153,4.50301,-0.41064,0.476563,-1,3.06747
148058,104420250,3.89491,2.70091,2.24491,1.68398,3.51205,0.462789,0.693459,-1,17.8509,13.3931,3.33698,11.32,13.8026,0.748316,0.244184,1,3.68783
148058,103302155,58.3393,16.5305,-0.826541,55.9422,16.5511,1.93221,-0.0499594,1,8.47533,3.15787,0.435412,7.85299,3.18775,1.63359,0.137017,1,2.56503
148058,120023984,25.5529,-14.8788,-11.6585,17.1946,18.9024,0.816025,-2.47696,1,5.59481,-2.15058,-3.4941,3.80371,4.10289,0.82886,-2.12253,-1,3.10702
148058,126726539,47.4115,14.5406,-1.52738,45.1009,14.6206,1.84491,-0.104659,1,31.6424,7.75747,-1.97463,30.6131,8.00484,2.0512,-0.249253,1,2.72792
148058,127431615,13.1088,-7.35313,-10.8401,-0.515182,13.0987,-0.0393207,-2.16683,1,4.91278,-1.07851,-4.74502,0.675994,4.86605,0.138477,-1.79429,-1,3.2809
148058,129048182,7.59113,-0.342726,4.43314,-6.15265,4.44637,-1.1285,1.64795,1,57.5714,-7.53647,26.2419,-50.6856,27.3027,-1.37752,1.85046,1,3.53958
148058,45151490,23.9792,2.05845,-14.4752,19.0061,14.6209,1.07841,-1.42954,1,7.98131,2.16724,-3.9606,6.58164,4.51478,1.17112,-1.07011,-1,3.00074
148058,73620632,4.36771,1.6473,2.8968,-2.82346,3.33242,-0.769156,1.05374,-1,27.28,2.22194,23.3551,-13.9212,23.4606,-0.563148,1.47594,1,4.1304
148058,83187250,18.3092,-4.92898,-11.6402,13.2453,12.6407,0.914793,-1.97135,1,6.34263,-2.05956,-2.63976,5.38691,3.34815,1.2537,-2.23335,-1,2.79223
148058,105767453,27.8711,9.04828,10.6093,-24.1323,13.9438,-1.31627,0.864644,-1,17.3423,8.22466,4.47779,-14.5966,9.36459,-1.22689,0.49856,1,4.2836
148058,108440942,9.65683,-1.28009,4.50716,8.444,4.68542,1.3515,1.84752,-1,14.9642,-3.33092,4.86607,13.7533,5.89692,1.58308,2.17106,1,2.08695
148058,108512755,22.5889,-1.58695,16.2928,-15.5655,16.3699,-0.846196,1.66789,1,5.85609,-0.186435,5.14231,-2.79566,5.14568,-0.519604,1.60704,-1,3.06213
148058,112421723,3.62129,2.99505,-0.674467,-1.92055,3.07006,-0.590631,-0.221499,1,16.8182,14.0643,3.47349,-8.54293,14.4869,-0.559974,0.242127,-1,3.07111
148058,121927944,4.27032,-1.29795,2.77338,2.97646,3.06208,0.861464,2.00852,-1,16.0719,-3.08634,14.1097,7.0495,14.4434,0.470524,1.78614,1,3.00399
148058,122495156,16.6829,7.9783,-14.5016,-2.09043,16.5514,-0.125966,-1.06782,-1,4.99695,1.31644,-4.42043,-1.92258,4.61229,-0.405624,-1.28135,1,3.07845
148058,123416695,3.28801,-2.23251,-2.40904,-0.153082,3.28444,-0.0465914,-2.31818,1,31.0059,-15.9068,-26.591,-1.12329,30.9856,-0.036244,-2.10989,-1,2.10005
148058,87330726,56.2868,6.12625,12.4529,54.549,13.8783,2.07773,1.11361,-1,29.8143,5.8383,5.52432,28.7104,8.03765,1.98531,0.757773,1,3.8638
148002,140730876,41.3676,1.66597,15.9574,-38.1296,16.0441,-1.60038,1.46677,-1,24.6016,-2.34423,8.22389,-23.0676,8.55147,-1.71818,1.84848,1,4.65353
148002,140664983,85.804,21.2277,-4.18786,-83.0311,21.6368,-2.05452,-0.194782,1,15.5567,4.31484,-2.59158,-14.72,5.03331,-1.7943,-0.540875,1,4.50909
148002,141543798,37.6591,-12.7556,2.17655,-35.3661,12.9399,-1.73049,2.97258,1,20.5926,-6.71083,-0.994505,-19.443,6.78412,-1.77518,-2.99447,-1,2.97923
148002,144688668,6.64692,6.07361,0.0611801,-2.69982,6.07392,-0.431023,0.0100728,1,15.8839,15.499,-3.1679,-1.42976,15.8194,-0.0902578,-0.201617,-1,3.94408
148002,144627870,10.2849,2.38211,-4.20366,9.07927,4.83169,1.38823,-1.05524,1,53.4538,20.3864,-23.4255,43.5081,31.0541,1.13859,-0.854655,1,3.92641
148002,194834687,27.1219,0.954064,18.6714,-19.6485,18.6958,-0.91695,1.51974,-1,4.55037,0.650264,3.86091,-2.31872,3.91528,-0.562144,1.40394,-1,3.20819
148002,197907277,79.6766,-25.0358,11.5105,74.7601,27.5551,1.7236,2.71065,-1,12.863,-3.25479,0.384776,12.4384,3.27746,2.04379,3.02392,-1,4.25787
148002,207846258,5.89391,1.32254,5.42642,1.88229,5.58526,0.330936,1.33173,-1,14.793,6.81661,11.497,6.33914,13.3659,0.458087,1.03561,-1,2.77615
148002,94095006,22.4556,-16.1334,2.29118,15.4505,16.2952,0.844239,3.00052,1,11.3051,-7.40844,-1.05842,8.47351,7.48366,0.97188,-2.99969,-1,3.419
